,Original_Testing_Data,Predictions
32683,1238.0,171.19489
32684,3174.0,171.87372
32685,3259.0000000000005,172.75433
32686,13.999999999999998,173.67221
32687,15.0,146.15244
32688,19.0,127.14599
32689,12.0,125.566795
32690,33.0,127.952065
32691,21.0,129.5596
32692,12.0,125.39078
32693,21.0,125.227295
32694,12.0,124.368835
32695,9.0,124.3472
32696,27.999999999999996,124.40438
32697,22.0,129.75107
32698,26.0,131.30399
32699,18.0,127.82293
32700,11.0,127.677475
32701,16.0,126.97014
32702,17.0,127.02698
32703,38.0,127.17724
32704,55.0,139.75789
32705,45.0,143.85097
32706,39.0,143.97186
32707,32.0,145.20468
32708,42.0,144.9969
32709,27.999999999999996,142.97894
32710,35.0,144.27875
32711,44.0,144.90984
32712,40.0,146.14505
32713,32.0,147.2951
32714,38.0,148.49513
32715,44.0,148.30864
32716,31.000000000000004,146.51273
32717,47.0,147.71635
32718,54.0,148.4333
32719,69.0,149.66905
32720,13.999999999999998,150.85464
32721,18.0,159.46996
32722,6.999999999999999,165.60883
32723,9.0,165.71185
32724,3.0,168.32106
32725,4.0,167.57027
32726,6.999999999999999,166.80043
32727,6.999999999999999,167.47119
32728,9.0,168.12392
32729,10.0,168.99199
32730,5.0,169.88582
32731,3.0,172.04922
32732,1.0,171.2672
32733,8.0,170.5013
32734,6.999999999999999,171.15746
32735,11.0,171.83939
32736,3.0,172.72308
32737,1.0,173.64354
32738,3.0,155.80173
32739,4.0,135.76268
32740,3.0,134.33684
32741,6.0,134.6638
32742,6.999999999999999,138.50446
32743,4.0,134.14845
32744,5.0,135.73778
32745,4.0,134.3492
32746,4.0,133.60512
32747,2.0,132.64809
32748,6.999999999999999,137.56958
32749,5.0,140.78464
32750,2.0,137.61543
32751,4.0,138.32019
32752,4.0,136.92921
32753,4.0,136.19989
32754,27.999999999999996,135.36702
32755,27.999999999999996,140.51811
32756,18.0,144.93062
32757,24.0,147.18607
32758,61.0,150.154
32759,31.000000000000004,150.19968
32760,31.000000000000004,147.52367
32761,18.0,148.08418
32762,18.0,148.46422
32763,20.0,149.49835
32764,21.0,150.62419
32765,45.0,153.09944
32766,37.0,152.77489
32767,20.0,150.2402
32768,29.0,150.75504
32769,23.000000000000004,151.21681
32770,24.0,152.27808
32771,181.0,153.43723
32772,370.99999999999994,148.757
32773,273.0,144.64487
32774,191.0,143.65898
32775,197.0,144.36804
32776,118.00000000000001,143.67752
32777,93.0,141.90977
32778,159.0,142.94666
32779,169.0,143.54994
32780,180.0,144.63799
32781,150.0,145.6893
32782,166.0,147.218
32783,121.00000000000001,146.68135
32784,131.0,145.21465
32785,232.0,146.22371
32786,289.0,146.90065
32787,287.0,148.00468
32788,1.0,149.09685
32789,3.0,150.60599
32790,2.5,151.15036
32791,2.0,152.15323
32792,1.0,155.19467
32793,1.0,153.97044
32794,1.0,152.00658
32795,1.0,152.7426
32796,2.0,153.21262
32797,9.0,154.18166
32798,1.0,157.15852
32799,2.0,156.55972
32800,1.0,154.77617
32801,5.0,155.08012
32802,3.0,155.56612
32803,13.999999999999998,156.50133
32804,13.999999999999998,164.49414
32805,27.999999999999996,167.34805
32806,24.999999999999996,166.58783
32807,24.999999999999996,168.6475
32808,21.0,167.79317
32809,18.0,166.95068
32810,20.0,167.5799
32811,18.0,168.2254
32812,19.0,169.0861
32813,12.0,169.97392
32814,29.0,172.10675
32815,15.0,171.36163
32816,11.0,170.59608
32817,32.0,171.24573
32818,26.0,171.92044
32819,23.000000000000004,172.79727
32820,2.0,173.71222
32821,1.0,162.5485
32822,1.0,154.02144
32823,4.0,154.64
32824,2.0,156.73987
32825,1.0,155.6039
32826,3.0,153.1197
32827,3.0,153.20592
32828,2.0,153.43895
32829,2.0,154.19247
32830,2.0,155.10829
32831,3.0,158.35957
32832,3.0,157.31102
32833,3.0,155.11568
32834,3.0,155.23589
32835,5.0,155.53915
32836,2.0,156.33476
32837,11.0,157.28905
32838,10.0,156.06464
32839,11.0,151.10931
32840,13.999999999999998,149.73413
32841,13.999999999999998,150.72327
32842,10.0,150.14319
32843,5.0,147.28635
32844,6.999999999999999,147.7744
32845,13.0,148.15305
32846,9.0,149.18512
32847,10.0,150.30083
32848,9.0,152.67064
32849,12.0,152.41734
32850,16.0,149.93883
32851,13.0,150.48904
32852,10.0,150.95064
32853,15.0,152.01001
32854,37.0,153.16092
32855,55.0,161.53152
32856,42.0,166.55452
32857,34.0,166.0675
32858,38.0,168.47733
32859,32.0,167.6381
32860,21.0,166.83374
32861,31.000000000000004,167.476
32862,33.0,168.12856
32863,46.00000000000001,168.99629
32864,41.0,169.89012
32865,33.0,172.05197
32866,22.0,171.27132
32867,19.0,170.50558
32868,24.999999999999996,171.16158
32869,39.0,171.84299
32870,51.0,172.72668
32871,16.0,173.64662
32872,24.999999999999996,188.6505
32873,26.0,193.45282
32874,20.0,196.84544
32875,11.0,198.13716
32876,16.0,195.3126
32877,9.0,194.17389
32878,13.0,195.38164
32879,20.0,196.8669
32880,27.999999999999996,198.52698
32881,11.0,200.08951
32882,10.0,201.89195
32883,8.0,198.9611
32884,13.0,197.7214
32885,24.999999999999996,198.65251
32886,17.0,199.90938
32887,26.0,201.34259
32888,252.0,202.70644
32889,340.0,216.18658
32890,346.0,216.03581
32891,288.0,216.6554
32892,326.0,222.07816
32893,211.99999999999997,217.4948
32894,182.99999999999997,215.2232
32895,159.0,215.3999
32896,246.99999999999997,216.02258
32897,297.0,216.8594
32898,277.0,217.61877
32899,292.0,224.09268
32900,194.0,219.8452
32901,205.99999999999997,217.63922
32902,272.0,217.65175
32903,440.0,218.0644
32904,438.00000000000006,218.68898
32905,46.00000000000001,219.26375
32906,54.0,169.81903
32907,92.00000000000001,151.17783
32908,51.0,148.17435
32909,73.0,145.94946
32910,3.0,145.53716
32911,52.99999999999999,143.11496
32912,71.0,144.71973
32913,86.0,145.94705
32914,24.999999999999996,147.24066
32915,35.0,148.4855
32916,12.0,148.3088
32917,15.0,146.51581
32918,26.0,147.7143
32919,35.0,148.42918
32920,77.0,149.66373
32921,30.0,150.84846
32922,49.0,163.81102
32923,70.0,174.94865
32924,49.99999999999999,178.21814
32925,43.0,177.54411
32926,48.0,174.83446
32927,44.0,174.378
32928,27.999999999999996,176.3046
32929,58.0,178.45735
32930,71.0,180.77652
32931,63.0,183.00192
32932,44.0,180.9747
32933,41.0,179.07901
32934,31.000000000000004,178.6672
32935,66.0,180.4001
32936,105.0,182.36139
32937,86.0,184.47104
32938,414.00000000000006,186.50616
32939,478.0,203.95627
32940,520.0,206.86925
32941,391.0,208.87277
32942,345.0,212.80925
32943,264.0,208.93855
32944,240.0,207.12238
32945,292.0,207.6992
32946,352.0,208.66087
32947,469.99999999999994,209.82121
32948,365.0,210.89537
32949,317.0,215.56099
32950,277.0,211.81152
32951,289.0,209.9775
32952,440.99999999999994,210.34859
32953,566.0,211.092
32954,639.0,212.03305
32955,6.999999999999999,212.91641
32956,3.0,154.22339
32957,13.999999999999998,134.95917
32958,17.0,130.25543
32959,15.0,129.13904
32960,21.0,129.46875
32961,5.0,127.84182
32962,1.0,128.32729
32963,10.0,128.65373
32964,9.0,129.28998
32965,10.0,129.95354
32966,15.0,131.46507
32967,12.0,132.14973
32968,13.0,131.08675
32969,18.0,131.69295
32970,18.0,132.14973
32971,10.0,132.87785
32972,44.0,133.64323
32973,49.99999999999999,147.03374
32974,63.0,150.90152
32975,27.0,154.00925
32976,39.0,157.99089
32977,47.0,157.0658
32978,21.0,154.65202
32979,35.0,154.6752
32980,51.0,154.88454
32981,47.0,155.62743
32982,29.0,156.55199
32983,43.0,160.04507
32984,37.0,158.84334
32985,26.0,156.51645
32986,42.0,156.53517
32987,52.99999999999999,156.81747
32988,60.0,157.6045
32989,47.0,158.56479
32990,42.0,153.2504
32991,54.0,142.61678
32992,81.0,139.40877
32993,66.0,139.53653
32994,54.0,140.93163
32995,47.0,136.1434
32996,27.999999999999996,136.65617
32997,41.0,136.2794
32998,61.0,137.01216
32999,82.0,137.73993
33000,82.0,140.72986
33001,61.0,142.73149
33002,55.0,138.66193
33003,44.0,139.20836
33004,44.0,138.97516
33005,51.0,139.7323
33006,9.0,140.51433
33007,13.999999999999998,140.29282
33008,12.0,137.93175
33009,30.0,136.63866
33010,26.0,138.51047
33011,34.0,140.4563
33012,12.0,135.9138
33013,11.0,136.51295
33014,18.0,136.12863
33015,20.0,136.86688
33016,29.0,137.58984
33017,32.0,140.5583
33018,33.0,142.58517
33019,19.0,138.51717
33020,13.0,139.09279
33021,13.999999999999998,138.85616
33022,15.0,139.61707
33023,156.0,140.39516
33024,234.99999999999997,153.4252
33025,177.0,164.78815
33026,61.0,165.16284
33027,67.0,168.33188
33028,85.0,167.68259
33029,63.0,166.9658
33030,135.0,167.61458
33031,219.00000000000003,168.25821
33032,138.0,169.1165
33033,52.99999999999999,170.00226
33034,72.0,172.12514
33035,88.0,171.39203
33036,111.99999999999999,170.62682
33037,144.0,171.27371
33038,278.0,171.94653
33039,216.0,172.8213
33040,8.0,173.7342
33041,3.0,163.25325
33042,2.0,155.5091
33043,2.0,156.32137
33044,1.0,158.89743
33045,3.0,157.60347
33046,1.0,154.97762
33047,3.4999999999999996,154.92712
33048,6.0,155.13371
33049,4.0,155.87592
33050,2.0,156.83878
33051,4.0,160.34181
33052,1.0,159.10196
33053,2.0,156.75531
33054,2.0,156.7584
33055,6.0,157.03815
33056,1.0,157.82448
33057,8.0,159.5225
33058,10.0,158.82066
33059,18.0,156.86076
33060,8.0,156.26195
33061,15.0,159.17975
33062,6.999999999999999,157.6404
33063,9.0,155.04442
33064,8.0,154.93124
33065,8.0,155.13748
33066,8.0,155.8802
33067,9.0,156.85732
33068,15.0,160.35143
33069,13.0,159.10779
33070,15.0,156.75961
33071,17.0,156.76253
33072,19.0,157.04245
33073,15.0,157.84148
33074,11.0,159.54329
33075,5.0,136.679
33076,6.0,115.852776
33077,6.0,113.087814
33078,4.0,114.84783
33079,8.0,114.49648
33080,4.0,113.910034
33081,5.0,113.24254
33082,5.0,112.42873
33083,6.0,111.75505
33084,8.0,111.25859
33085,10.0,114.41337
33086,6.0,114.38829
33087,4.0,114.069916
33088,11.0,113.534645
33089,3.0,112.97207
33090,5.0,112.592896
33091,3.0,112.37429
33092,3.0,148.14395
33093,3.0,166.67644
33094,4.0,167.39082
33095,2.0,171.3814
33096,11.0,173.55939
33097,22.0,160.62259
33098,6.0,146.60786
33099,5.0,146.86012
33100,17.0,145.3929
33101,10.0,145.37521
33102,5.0,142.94237
33103,5.0,144.27599
33104,15.0,144.90794
33105,10.0,146.14386
33106,9.0,147.29425
33107,6.999999999999999,148.48929
33108,4.0,148.30244
33109,12.0,146.51204
33110,2.0,147.7179
33111,17.0,148.43622
33112,10.0,149.67265
33113,135.0,150.8586
33114,155.0,150.2991
33115,164.0,151.32585
33116,147.0,152.85078
33117,155.0,156.32617
33118,105.0,155.40865
33119,66.0,153.09944
33120,83.0,153.21863
33121,111.0,153.45166
33122,137.0,154.20467
33123,124.00000000000001,155.12065
33124,95.0,158.37384
33125,102.0,157.32475
33126,80.0,155.12804
33127,147.0,155.24739
33128,196.0,155.55014
33129,182.0,156.34523
33130,4.0,157.30003
33131,5.0,195.86351
33132,6.0,211.65576
33133,1.0,215.84416
33134,2.0,223.77928
33135,2.0,219.65408
33136,1.0,215.98755
33137,5.0,217.60762
33138,1.0,219.13254
33139,1.0,226.40308
33140,4.0,221.49017
33141,4.0,220.01762
33142,4.0,220.37137
33143,2.0,220.72221
33144,1.0,221.21626
33145,2.5,182.50821
33146,3.4999999999999996,175.49611
33147,4.0,172.81323
33148,3.0,172.828
33149,1.0,173.72562
33150,3.0,162.48598
33151,5.0,153.93987
33152,5.0,154.61768
33153,3.0,156.73557
33154,6.999999999999999,155.60612
33155,5.666666666666666,153.12193
33156,5.0,152.8647
33157,3.0,153.48634
33158,4.0,154.91801
33159,4.0,158.22392
33160,5.0,156.9564
33161,5.0,155.11276
33162,3.0,155.80705
33163,4.0,156.34352
33164,22.0,157.34554
33165,24.999999999999996,140.78928
33166,18.0,129.42548
33167,24.0,126.02582
33168,32.0,129.81444
33169,21.0,130.86093
33170,29.0,126.84701
33171,8.0,126.44242
33172,17.0,125.54104
33173,27.0,125.4471
33174,31.000000000000004,125.46273
33175,31.000000000000004,131.13622
33176,26.0,132.57579
33177,19.0,129.0652
33178,34.0,128.77808
33179,21.0,128.02333
33180,35.0,128.01355
33181,12.0,128.12225
33182,15.0,142.16719
33183,11.0,150.21461
33184,15.0,152.16954
33185,13.999999999999998,156.24838
33186,5.0,155.3238
33187,13.0,153.07935
33188,10.0,153.17706
33189,19.0,153.41061
33190,20.0,154.16432
33191,13.0,155.08012
33192,6.0,158.32661
33193,8.0,157.27873
33194,15.0,155.08665
33195,10.0,155.20996
33196,15.0,155.51408
33197,18.0,156.30986
33198,2.0,157.26431
33199,1.0,168.30835
33200,2.0,175.07419
33201,1.0,176.54227
33202,4.0,176.5136
33203,2.0,174.80113
33204,3.0,176.08255
33205,3.0,179.27254
33206,2.0,179.47534
33207,1.0,178.23497
33208,1.0,178.05225
33209,1.0,179.76299
33210,1.0,181.69044
33211,1.0,149.35582
33212,1.0,129.76584
33213,2.0,127.0457
33214,5.0,129.73029
33215,3.0,130.97307
33216,4.0,126.80013
33217,1.0,126.430405
33218,1.0,125.52936
33219,2.0,125.43611
33220,2.0,125.452255
33221,3.0,131.12247
33222,6.999999999999999,132.5636
33223,5.0,129.05318
33224,9.0,128.7669
33225,4.0,128.01268
33226,2.0,128.00375
33227,15.0,128.11298
33228,27.999999999999996,138.4356
33229,22.0,142.15878
33230,20.0,142.32793
33231,21.0,144.02441
33232,6.0,143.45206
33233,13.999999999999998,141.82117
33234,22.0,142.88948
33235,21.0,143.49498
33236,24.0,144.58578
33237,13.999999999999998,145.63847
33238,13.0,147.15205
33239,10.0,146.6197
33240,12.0,145.1621
33241,16.0,146.17734
33242,22.0,146.85704
33243,27.999999999999996,147.96364
33244,34.0,149.057
33245,55.0,151.53433
33246,40.0,153.27734
33247,35.0,154.80846
33248,31.000000000000004,158.57887
33249,31.000000000000004,157.4441
33250,13.999999999999998,154.96507
33251,26.0,154.94687
33252,40.0,155.15329
33253,38.0,155.89566
33254,24.999999999999996,156.92499
33255,29.0,160.38612
33256,17.0,159.12909
33257,26.0,156.7761
33258,45.0,156.77695
33259,57.0,157.05635
33260,52.0,157.90742
33261,4.0,159.62006
33262,3.0,212.30592
33263,3.0,232.07089
33264,1.0,237.48662
33265,3.0,249.07571
33266,3.0,245.8598
33267,4.0,243.37665
33268,3.0,240.16673
33269,5.0,253.38776
33270,3.0,247.95125
33271,3.0,242.62827
33272,5.0,242.24823
33273,8.0,239.77623
33274,5.0,153.91737
33275,8.0,127.31995
33276,3.0,122.71597
33277,6.999999999999999,120.65543
33278,10.0,122.49496
33279,5.0,118.53307
33280,12.0,119.69291
33281,6.0,119.32336
33282,16.0,119.95325
33283,4.0,120.43339
33284,9.0,123.12537
33285,12.0,124.80983
33286,6.999999999999999,121.96295
33287,6.999999999999999,122.89147
33288,12.0,122.706696
33289,4.0,123.3584
33290,147.0,123.92063
33291,135.0,138.57486
33292,182.0,148.78809
33293,152.0,152.82948
33294,181.0,157.91791
33295,102.99999999999999,157.21451
33296,94.0,154.90222
33297,91.0,154.94618
33298,105.99999999999999,155.1526
33299,179.0,155.89497
33300,116.0,156.92258
33301,146.0,160.38475
33302,146.0,159.12822
33303,128.0,156.77557
33304,149.0,156.77661
33305,217.99999999999997,157.05566
33306,227.0,157.90485
33307,3.0,159.61748
33308,5.0,141.74458
33309,6.999999999999999,129.80739
33310,5.0,126.18123
33311,3.0,129.86389
33312,5.0,130.86832
33313,5.0,126.839455
33314,2.0,126.42869
33315,2.0,125.52764
33316,13.0,125.43474
33317,1.0,125.45088
33318,1.0,131.1204
33319,1.0,132.56137
33320,3.0,129.05112
33321,5.0,128.76537
33322,1.0,128.01114
33323,5.0,128.00238
33324,6.999999999999999,128.11143
33325,13.999999999999998,328.12665
33326,13.999999999999998,478.49725
33327,8.0,709.019
33328,13.0,678.0223
33329,6.999999999999999,592.83093
33330,33.0,530.3193
33331,5.0,437.64572
33332,10.0,380.4105
33333,15.0,423.3614
33334,8.0,611.57935
33335,11.0,590.1432
33336,5.0,529.0752
33337,9.0,477.79593
33338,24.999999999999996,431.96338
33339,10.0,374.01404
33340,39.0,417.64926
33341,3.0,603.5658
33342,6.999999999999999,444.46582
33343,6.0,362.60696
33344,3.0,309.02798
33345,5.0,251.25354
33346,3.0,207.99388
33347,2.0,186.26369
33348,2.0,181.84947
33349,1.0,183.86484
33350,2.0,186.02635
33351,3.0,188.08226
33352,4.0,186.96913
33353,2.0,184.83527
33354,4.0,184.24779
33355,4.0,185.76894
33356,5.0,187.54802
33357,3.0,189.48045
33358,6.0,191.33612
33359,6.999999999999999,171.44647
33360,9.0,155.19107
33361,8.0,152.60556
33362,15.0,152.2767
33363,6.0,151.33617
33364,2.0,148.1886
33365,3.0,148.56606
33366,6.999999999999999,148.95724
33367,13.0,149.99687
33368,5.0,151.13988
33369,9.0,153.62166
33370,8.0,153.23425
33371,5.0,150.6843
33372,16.0,151.16873
33373,8.0,151.63943
33374,9.0,152.70602
33375,18.0,153.88028
33376,13.0,162.12054
33377,13.999999999999998,166.86397
33378,13.999999999999998,166.3031
33379,5.0,168.6142
33380,6.0,167.82219
33381,3.0,167.01164
33382,8.0,167.63913
33383,13.0,168.28053
33384,15.0,169.13762
33385,11.0,170.02217
33386,5.0,172.13887
33387,10.0,171.41367
33388,12.0,170.64828
33389,8.0,171.29398
33390,15.0,171.96526
33391,21.0,172.8383
33392,10.0,173.75017
33393,9.0,176.27162
33394,6.0,177.30043
33395,4.0,179.40579
33396,5.0,177.74092
33397,5.0,174.90813
33398,3.0,174.0191
33399,4.0,175.83545
33400,8.0,177.96707
33401,5.0,180.28796
33402,1.0,182.52367
33403,2.0,180.73239
33404,5.0,178.64299
33405,9.0,178.18533
33406,10.0,179.91068
33407,11.0,181.87831
33408,9.0,184.00017
33409,9.0,186.04936
33410,13.999999999999998,209.08572
33411,22.0,213.69278
33412,19.0,216.25545
33413,12.0,222.60278
33414,20.0,218.27666
33415,8.0,216.07307
33416,18.0,216.25511
33417,19.0,216.84018
33418,26.0,217.6406
33419,19.0,218.36389
33420,24.0,225.03975
33421,15.0,220.73732
33422,11.0,218.49011
33423,9.0,218.46246
33424,11.0,218.83838
33425,18.0,219.4274
33426,119.0,219.96748
33427,209.0,167.07175
33428,265.0,149.23372
33429,178.0,146.23505
33430,162.0,144.706
33431,118.00000000000001,143.90198
33432,88.0,141.8241
33433,114.0,142.87093
33434,152.0,143.47746
33435,128.0,144.56895
33436,92.00000000000001,145.62215
33437,101.0,147.1311
33438,88.0,146.59996
33439,45.0,145.14545
33440,58.0,146.1624
33441,82.0,146.84296
33442,83.0,147.95024
33443,21.0,149.04431
33444,45.0,151.0729
33445,39.0,152.26726
33446,29.0,153.56345
33447,26.0,156.99608
33448,21.0,155.98976
33449,13.999999999999998,153.61238
33450,13.0,153.67644
33451,34.0,153.89832
33452,45.0,154.64635
33453,16.0,155.56389
33454,12.0,158.8921
33455,27.0,157.81659
33456,22.0,155.57281
33457,32.0,155.65129
33458,46.00000000000001,155.94408
33459,44.0,156.73642
33460,80.0,157.69191
33461,91.0,153.27924
33462,78.0,143.06035
33463,95.0,140.09636
33464,113.0,140.04639
33465,64.0,141.278
33466,68.0,136.48547
33467,43.0,136.92853
33468,63.0,136.56155
33469,48.0,137.4145
33470,83.0,138.29512
33471,146.0,141.12775
33472,124.00000000000001,143.0272
33473,90.0,138.94046
33474,72.0,139.4323
33475,91.0,139.20287
33476,88.0,140.0481
33477,1.666666666666666,140.95378
33478,2.0,153.76213
33479,2.0,164.89839
33480,1.8000000000000003,165.17435
33481,1.6,168.32037
33482,1.4,167.63347
33483,1.2,166.9081
33484,1.0,167.55637
33485,1.0,168.2036
33486,1.0,169.06549
33487,1.0,169.95486
33488,1.0,172.56252
33489,1.0,172.12239
33490,3.895522388059701,171.47052
33491,3.895522388059701,172.04184
33492,49.0,173.24358
33493,94.0,146.21375
33494,75.0,127.407524
33495,18.0,125.84774
33496,19.0,128.38945
33497,12.0,129.95267
33498,11.0,125.78935
33499,4.0,125.575554
33500,13.0,124.70473
33501,13.0,124.66145
33502,12.0,124.70644
33503,19.0,130.14964
33504,20.0,131.67027
33505,6.999999999999999,128.18011
33506,9.0,127.99277
33507,3.0,127.27135
33508,15.0,127.308266
33509,1.0,127.4465
33510,2.0,153.88681
33511,1.0,172.73355
33512,1.0,174.8329
33513,1.0,174.85008
33514,1.0,174.88786
33515,3.0,176.85858
33516,1.0,179.58698
33517,1.0,179.22943
33518,2.0,177.22626
33519,1.5,177.64114
33520,1.0,180.00581
33521,1.0,182.4397
33522,4.0,184.65839
33523,4.0,166.55966
33524,6.0,155.40865
33525,4.0,154.19815
33526,4.0,155.48283
33527,3.0,154.11966
33528,4.0,151.67686
33529,1.0,151.86078
33530,6.999999999999999,152.13933
33531,8.0,152.91106
33532,4.0,153.8219
33533,4.0,156.85149
33534,1.0,155.8517
33535,2.0,153.78876
33536,6.999999999999999,154.0496
33537,6.999999999999999,154.38893
33538,10.0,155.20085
33539,6.999999999999999,156.15239
33540,26.0,156.24803
33541,26.0,154.78047
33542,15.0,154.42482
33543,19.0,157.19923
33544,6.0,155.89102
33545,3.0,153.45114
33546,6.0,153.46677
33547,9.0,153.69447
33548,24.999999999999996,154.4444
33549,10.0,155.36142
33550,18.0,158.65495
33551,11.0,157.59746
33552,6.999999999999999,155.37378
33553,11.0,155.46771
33554,15.0,155.76463
33555,20.0,156.55766
33556,156.0,157.51228
33557,144.0,156.72166
33558,147.0,154.33775
33559,116.0,153.65309
33560,19.0,156.1098
33561,135.0,154.78682
33562,55.0,152.43109
33563,68.0,152.54082
33564,190.0,152.78964
33565,182.99999999999997,153.54988
33566,83.0,154.46243
33567,55.0,157.60176
33568,184.00000000000003,156.57793
33569,79.0,154.45573
33570,145.0,154.64412
33571,98.0,154.96268
33572,147.0,155.76566
33573,4.0,156.7184
33574,3.0,151.68735
33575,11.0,145.41745
33576,6.999999999999999,144.21829
33577,5.0,144.56981
33578,3.0,143.83826
33579,1.0,142.00491
33580,4.0,143.03133
33581,2.0,143.63133
33582,3.0,144.7156
33583,1.0,145.76486
33584,1.0,147.31468
33585,3.0,146.77237
33586,2.0,145.29295
33587,2.0,146.29291
33588,8.0,146.96591
33589,19.0,148.06633
33590,2.0,149.15662
33591,4.0,150.40678
33592,3.0,148.42592
33593,8.0,148.70189
33594,2.0,150.32504
33595,6.999999999999999,150.04718
33596,3.0,147.26591
33597,4.0,147.81235
33598,8.0,148.19118
33599,3.0,149.22325
33600,1.0,150.34032
33601,4.0,152.72354
33602,3.0,152.4613
33603,2.0,149.97557
33604,4.0,150.5215
33605,3.0,150.9831
33606,2.0,152.04282
33607,10.0,153.19475
33608,11.0,148.98558
33609,19.0,140.74255
33610,18.0,138.40967
33611,22.0,139.14499
33612,9.0,140.79494
33613,19.0,136.1008
33614,11.0,136.64844
33615,13.0,136.2715
33616,17.0,137.00478
33617,17.0,137.73238
33618,18.0,140.72075
33619,11.0,142.72375
33620,10.0,138.65437
33621,11.0,139.20235
33622,17.0,138.9688
33623,13.999999999999998,139.72612
33624,27.999999999999996,140.50798
33625,31.000000000000004,140.2734
33626,42.0,137.87387
33627,46.00000000000001,136.55348
33628,63.0,138.40846
33629,52.99999999999999,140.36974
33630,30.0,135.8245
33631,32.0,136.44185
33632,27.0,136.05428
33633,33.0,136.79509
33634,33.0,137.51566
33635,41.0,140.47243
33636,40.0,142.51186
33637,38.0,138.44556
33638,17.0,139.03595
33639,49.99999999999999,138.79759
33640,36.0,139.56075
33641,33.0,140.33711
33642,27.0,125.12392
33643,40.0,113.7718
33644,45.0,111.53232
33645,24.999999999999996,114.52567
33646,24.999999999999996,114.35979
33647,31.000000000000004,113.886856
33648,20.0,113.24082
33649,24.999999999999996,112.42701
33650,40.0,111.75299
33651,35.0,111.25516
33652,32.0,114.413025
33653,32.0,114.38503
33654,23.000000000000004,114.06802
33655,23.000000000000004,113.53224
33656,29.0,112.96932
33657,38.0,112.589294
33658,34.0,112.369995
33659,40.0,156.6133
33660,65.0,177.48299
33661,43.0,180.71385
33662,51.0,179.1106
33663,37.0,177.04628
33664,30.0,176.83884
33665,42.0,178.79926
33666,38.0,180.91837
33667,48.0,183.17897
33668,51.0,185.33276
33669,68.0,183.65431
33670,42.0,181.6592
33671,37.0,181.20705
33672,38.0,182.852
33673,33.0,184.7367
33674,75.0,186.76941
33675,29.0,188.72589
33676,44.0,167.7985
33677,48.0,156.3114
33678,18.0,154.83885
33679,30.0,156.17334
33680,19.0,154.75557
33681,21.0,152.28099
33682,13.999999999999998,152.39348
33683,37.0,152.64609
33684,39.0,153.40804
33685,19.0,154.31973
33686,23.000000000000004,157.43398
33687,17.0,156.41582
33688,15.0,154.3096
33689,36.0,154.51309
33690,36.0,154.83542
33691,43.0,155.63995
33692,19.0,156.59235
33693,46.00000000000001,149.04997
33694,24.0,136.82996
33695,27.0,133.12308
33696,24.999999999999996,135.09793
33697,21.0,138.26129
33698,21.0,134.24875
33699,31.000000000000004,135.73108
33700,49.0,134.34131
33701,20.0,133.59567
33702,19.0,132.64018
33703,23.000000000000004,137.56717
33704,17.0,140.7848
33705,23.000000000000004,137.61697
33706,31.000000000000004,138.31401
33707,37.0,136.92046
33708,39.0,136.19148
33709,815.4000062942506,135.35912
33710,1146.53399848938,862.92615
33711,1074.1700057983398,1741.5237
33712,766.6599922180176,2985.3516
33713,2143.734001159668,3592.3564
33714,1250.839988708496,3720.5378
33715,393.7770013809204,3998.7046
33716,531.1229982376099,4166.424
33717,883.2960052490236,4223.9453
33718,1058.784999847412,4521.882
33719,754.0190048217773,5128.96
33720,2056.8350105285645,5096.875
33721,1136.3669719696045,4621.5903
33722,600.2829933166504,4259.268
33723,918.7619857788086,4115.9194
33724,1267.9629859924316,4184.012
33725,1260.0829887390137,4487.4893
33726,43.0,5092.2607
33727,59.00000000000001,5408.0625
33728,44.0,4764.6
33729,41.0,3664.1113
33730,37.0,2121.0225
33731,38.0,1067.4531
33732,29.0,548.692
33733,24.0,266.7202
33734,41.0,265.02786
33735,38.0,263.6482
33736,30.0,262.255
33737,31.000000000000004,280.65234
33738,31.000000000000004,273.23376
33739,20.0,268.6693
33740,49.0,266.28333
33741,58.0,264.44913
33742,67.0,262.91443
33743,1.0,261.3919
33744,5.0,184.03314
33745,17.0,164.22041
33746,2.0,158.1432
33747,9.0,158.45215
33748,6.333333333333334,156.46664
33749,3.666666666666667,153.71646
33750,1.0,153.6354
33751,1.0,153.85864
33752,2.0,154.60703
33753,9.0,155.52422
33754,1.0,158.84573
33755,3.0,157.77538
33756,26.0,155.5352
33757,5.0,155.30132
33758,2.0,156.01398
33759,1.0,157.46558
33760,3.0,154.4049
33761,4.0,147.35881
33762,3.0,145.96182
33763,6.0,145.5945
33764,3.0,145.22719
33765,5.0,142.99132
33766,3.0,144.2748
33767,4.0,144.90709
33768,2.0,146.14368
33769,4.0,147.2939
33770,2.0,148.48723
33771,5.0,148.30005
33772,8.0,146.51204
33773,6.0,147.71875
33774,3.0,148.43777
33775,9.0,149.67403
33776,11.0,150.86014
33777,31.000000000000004,159.45932
33778,26.0,165.59285
33779,18.0,165.69983
33780,19.0,168.31264
33781,15.0,167.55826
33782,17.0,166.7884
33783,17.0,167.46019
33784,24.0,168.11395
33785,20.0,168.98254
33786,6.0,169.87724
33787,26.0,172.04356
33788,16.0,171.2574
33789,13.999999999999998,170.4915
33790,17.0,171.1487
33791,27.999999999999996,171.83113
