,Predicciones Venta
17937,148.30588
17938,148.21556
17939,146.49554
17940,147.70433
17941,148.42953
17942,149.66406
17943,150.84915
17944,165.57242
17945,177.28258
17946,180.74098
17947,179.14821
17948,177.31023
17949,177.07599
17950,179.03075
17951,181.14214
17952,183.39552
17953,185.54243
17954,183.9052
17955,181.8948
17956,181.4375
17957,183.07336
17958,184.95032
17959,186.97566
17960,188.92474
17961,162.35942
17962,146.89963
17963,145.62215
17964,144.52637
17965,143.88841
17966,141.88643
17967,143.30884
17968,144.43878
17969,145.60756
17970,147.15378
17971,146.62915
17972,145.17892
17973,146.19211
17974,146.87077
17975,147.97685
17976,149.0699
17977,149.23064
17978,145.4463
17979,145.16278
17980,145.32162
17981,145.1298
17982,142.97894
17983,144.27582
17984,144.90794
17985,146.14368
17986,147.29425
17987,148.48912
17988,148.30211
17989,146.51204
17990,147.7179
17991,148.4364
17992,149.67299
17993,150.8586
17994,150.14575
17995,148.66428
17996,149.4889
17997,151.50685
17998,151.15517
17999,148.3294
18000,148.80028
18001,149.19766
18002,150.24072
18003,151.39232
18004,153.87599
18005,153.45801
18006,150.90152
18007,151.37189
18008,151.84653
18009,152.91638
18010,154.0982
18011,138.1665
18012,131.30725
18013,128.13788
18014,128.84315
18015,129.31024
18016,128.06987
18017,128.87698
18018,129.28226
18019,130.01295
18020,131.49289
18021,132.18373
18022,131.12128
18023,131.7278
18024,132.18546
18025,132.91391
18026,133.67981
18027,141.0618
18028,135.29558
18029,137.505
18030,138.38065
18031,140.67525
18032,135.97665
18033,136.63556
18034,136.25793
18035,136.99171
18036,137.71898
18037,140.70564
18038,142.55428
18039,138.40726
18040,141.1923
18041,145.10886
18042,148.4364
18043,151.72563
18044,151.78178
18045,149.124
18046,149.58421
18047,150.00185
18048,151.05693
18049,152.23703
18050,154.72243
18051,154.20312
18052,151.62862
18053,152.05347
18054,152.54254
18055,153.62303
18056,154.82889
18057,331.43237
18058,545.8431
18059,772.892
18060,537.538
18061,413.85413
18062,403.55536
18063,454.45932
18064,553.8863
18065,691.2378
18066,865.6132
18067,584.1452
18068,429.7835
18069,404.4061
18070,450.5152
18071,550.23816
18072,687.61896
18073,861.38007
18074,546.64813
18075,351.41922
18076,242.39403
18077,177.09573
18078,153.31444
18079,138.92157
18080,136.94055
18081,136.57408
18082,137.44388
18083,138.32397
18084,141.14697
18085,143.04077
18086,138.95317
18087,139.44225
18088,139.21317
18089,140.07146
18090,140.97646
18091,210.34344
18092,246.32758
18093,256.16748
18094,279.866
18095,273.84802
18096,269.83463
18097,267.74713
18098,266.00858
18099,264.5841
18100,263.14798
18101,281.78247
18102,274.3012
18103,269.69037
18104,267.25687
18105,265.37817
18106,263.79965
18107,262.23523
18108,161.52518
18109,138.6681
18110,131.37112
18111,129.65799
18112,129.73578
18113,128.05013
18114,128.52237
18115,128.85225
18116,129.49261
18117,130.15977
18118,131.6804
18119,132.35478
18120,131.29369
18121,131.90399
18122,132.36423
18123,133.17786
18124,154.6285
18125,163.43117
18126,165.22055
18127,168.09541
18128,167.57697
18129,166.85796
18130,167.56255
18131,168.20961
18132,169.07098
18133,169.96019
18134,172.09766
18135,171.3467
18136,170.58115
18137,171.23164
18138,171.90738
18139,172.78558
18140,173.70107
18141,177.8333
18142,179.33899
18143,181.61884
18144,178.89612
18145,176.64737
18146,176.24672
18147,178.168
18148,180.29999
18149,182.5769
18150,184.75026
18151,182.95503
18152,181.00304
18153,180.56702
18154,182.23671
18155,184.1415
18156,186.19447
18157,188.17122
18158,168.36845
18159,157.26775
18160,155.88518
18161,157.38554
18162,156.23842
18163,153.65755
18164,154.1729
18165,157.40443
18166,151.1962
18167,138.4538
18168,138.09523
18169,138.1258
18170,140.31015
18171,135.47504
18172,136.22633
18173,135.82707
18174,136.57666
18175,137.28899
18176,140.20935
18177,142.28603
18178,138.22763
18179,138.86783
18180,138.62466
18181,139.39502
18182,140.16504
18183,140.101
18184,138.15654
18185,137.39613
18186,139.14224
18187,140.9713
18188,136.43344
18189,136.94106
18190,136.57425
18191,137.4449
18192,138.325
18193,141.14783
18194,143.04094
18195,138.95369
18196,139.44243
18197,139.21368
18198,140.07214
18199,140.97731
18200,143.61708
18201,148.64574
18202,152.24202
18203,152.49548
18204,151.43628
18205,153.1228
18206,155.81477
18207,154.54417
18208,153.16452
18209,154.59277
18210,155.38014
18211,163.96747
18212,167.216
18213,166.58371
18214,168.67601
18215,167.85757
18216,167.02847
18217,167.6594
18218,168.29907
18219,169.1553
18220,170.03867
18221,172.14986
18222,171.43153
18223,170.66632
18224,171.31064
18225,171.98003
18226,172.85239
18227,173.76288
18228,170.9641
18229,167.64583
18230,167.18045
18231,168.60269
18232,167.73393
18233,166.81606
18234,167.46227
18235,168.11568
18236,168.98427
18237,169.8793
18238,172.04477
18239,171.25946
18240,170.49356
18241,171.15059
18242,171.83302
18243,172.71724
18244,173.63803
18245,196.5432
18246,203.85168
18247,208.0837
18248,212.98166
18249,209.43896
18250,207.71329
18251,208.34094
18252,209.2748
18253,210.40836
18254,211.45639
18255,216.27211
18256,212.48108
18257,210.6158
18258,210.95735
18259,211.67363
18260,212.58858
18261,213.44618
18262,179.97026
18263,171.69153
18264,168.47562
18265,169.07854
18266,167.88797
18267,166.86345
18268,167.45934
18269,168.11293
18270,168.98186
18271,169.87639
18272,172.04321
18273,171.28815
18274,170.8736
18275,172.31833
18276,173.49706
18277,163.1248
18278,155.40521
18279,156.28806
18280,158.88197
18281,157.59608
18282,154.9716
18283,154.92334
18284,155.1301
18285,155.8723
18286,156.82263
18287,160.3334
18288,159.09663
18289,156.75102
18290,156.75497
18291,157.03523
18292,157.82071
18293,159.50722
18294,153.3457
18295,142.14162
18296,138.88586
18297,138.90045
18298,140.43929
18299,135.63303
18300,136.25931
18301,135.86194
18302,136.61032
18303,137.324
18304,140.2504
18305,142.32158
18306,138.26129
18307,138.8929
18308,138.65059
18309,139.41992
18310,140.19115
18311,129.72067
18312,125.390434
18313,123.869286
18314,129.08975
18315,130.60214
18316,126.77901
18317,126.428345
18318,125.526955
18319,125.433876
18320,125.45002
18321,131.11938
18322,132.56068
18323,129.0506
18324,128.76485
18325,128.01028
18326,128.0017
18327,128.11057
18328,150.81703
18329,163.79918
18330,164.94406
18331,168.20978
18332,167.63982
18333,166.93901
18334,167.61543
18335,168.25873
18336,169.11719
18337,170.00278
18338,172.12582
18339,171.39272
18340,170.62752
18341,171.27457
18342,171.94722
18343,172.82182
18344,173.73473
18345,159.22215
18346,140.70221
18347,139.83876
18348,138.91934
18349,140.90656
18350,135.92943
18351,136.57202
18352,136.1908
18353,136.9268
18354,137.65201
18355,140.62904
18356,142.6458
18357,138.57727
18358,139.14018
18359,138.90475
18360,139.66412
18361,140.4441
18362,153.4185
18363,164.69713
18364,165.02838
18365,168.23589
18366,167.52235
18367,166.80232
18368,167.46019
18369,168.11395
18370,168.98271
18371,169.87724
18372,172.04373
18373,171.25775
18374,170.49185
18375,171.14886
18376,171.83131
18377,172.7157
18378,173.63666
18379,234.7421
18380,286.21198
18381,424.57077
18382,426.6398
18383,399.7841
18384,367.5664
18385,342.73795
18386,320.87433
18387,292.02487
18388,416.4695
18389,416.23166
18390,389.32272
18391,359.42508
18392,339.15405
18393,318.17566
18394,288.50125
18395,410.56232
18396,292.47067
18397,232.09305
18398,197.28677
18399,174.88924
18400,161.9296
18401,148.73056
18402,148.91843
18403,149.31906
18404,150.36385
18405,151.51973
18406,154.00409
18407,153.57031
18408,151.01091
18409,151.47423
18410,151.95111
18411,153.02267
18412,154.20793
18413,134.99214
18414,122.43537
18415,119.814835
18416,120.42291
18417,122.197876
18418,118.49117
18419,119.45163
18420,119.74202
18421,120.36642
18422,123.17895
18423,124.86873
18424,122.004
18425,122.91157
18426,122.71099
18427,123.34706
18428,123.896416
18429,155.6257
18430,178.0447
18431,181.16548
18432,183.11697
18433,184.37779
18434,187.4522
18435,189.97726
18436,189.4777
18437,187.27138
18438,186.6202
18439,188.05908
18440,189.7511
18441,191.59972
18442,193.37314
18443,176.48628
18444,170.05103
18445,167.9728
18446,168.8996
18447,167.82202
18448,166.83374
18449,167.44286
18450,168.09764
18451,168.96727
18452,169.86368
18453,172.03464
18454,171.2423
18455,170.47656
18456,171.13461
18457,171.7482
18458,173.13196
18459,170.70616
18460,167.5203
18461,167.14113
18462,168.58449
18463,167.72946
18464,166.81262
18465,167.46037
18466,168.11395
18467,168.9829
18468,169.87724
18469,172.04373
18470,171.25775
18471,170.42488
18472,171.54126
18473,172.60184
18474,173.60901
18475,162.14218
18476,149.94415
18477,150.14473
18478,150.30495
18479,150.03448
18480,147.09007
18481,147.6571
18482,148.03833
18483,149.06972
18484,150.18251
18485,152.51231
18486,152.2853
18487,149.82858
18488,150.39218
18489,150.85413
18490,151.91248
18491,153.06012
18492,131.58888
18493,116.711914
18494,114.14633
18495,114.91721
18496,116.084435
18497,114.91824
18498,114.3943
18499,113.96894
18500,113.75892
18501,113.690575
18502,115.76777
18503,116.72995
18504,115.81276
18505,115.53216
18506,115.34223
18507,115.36163
18508,115.51035
18509,140.48343
18510,149.3352
18511,148.9648
18512,151.49054
18513,150.75401
18514,148.03061
18515,148.47589
18516,148.86537
18517,149.90327
18518,151.0432
18519,153.52396
18520,153.14821
18521,150.60066
18522,151.09094
18523,151.55992
18524,152.62547
18525,153.79716
18526,223.98466
18527,268.35693
18528,408.36078
18529,413.19727
18530,389.14807
18531,358.49176
18532,342.91174
18533,320.95023
18534,292.19403
18535,416.81775
18536,416.53595
18537,389.5774
18538,359.63287
18539,339.3237
18540,318.2495
18541,288.67123
18542,410.91193
18543,209.27856
18544,186.72083
18545,172.61472
18546,170.60638
18547,168.3511
18548,166.96185
18549,167.52545
18550,168.17493
18551,169.03922
18552,169.9303
18553,172.07773
18554,171.3144
18555,170.54903
18556,171.20177
18557,171.87991
18558,172.76035
18559,173.6777
18560,162.64877
18561,154.26958
18562,154.93932
18563,157.12917
18564,155.98701
18565,153.47174
18566,153.52464
18567,153.7501
18568,154.4997
18569,155.41672
18570,158.72003
18571,157.661
18572,155.4308
18573,155.51872
18574,155.81425
18575,156.60643
18576,157.5614
18577,157.78087
18578,156.40964
18579,156.0478
18580,159.06487
18581,157.57256
18582,154.56856
18583,154.82408
18584,155.7078
18585,156.7256
18586,160.24445
18587,159.04666
18588,156.72252
18589,156.72836
18590,156.73145
18591,158.61803
18592,165.51282
18593,167.49385
18594,168.19725
18595,167.77463
18596,167.62093
18597,168.9245
18598,172.14384
18599,173.5065
18600,160.33907
18601,146.55101
18602,146.83282
18603,145.42982
18604,145.40784
18605,142.96642
18606,144.28888
18607,144.9167
18608,146.14987
18609,147.29922
18610,148.51315
18611,148.32735
18612,146.51718
18613,147.71378
18614,148.42781
18615,149.66167
18616,150.84622
18617,161.33026
18618,171.18665
18619,174.05327
18620,175.40613
18621,173.91985
18622,173.14365
18623,175.48203
18624,178.07045
18625,178.96068
18626,177.69232
18627,177.00748
18628,179.27202
18629,181.79297
18630,149.44717
18631,129.5632
18632,126.47317
18633,128.80606
18634,130.0777
18635,125.20703
18636,124.17187
18637,123.89212
18638,129.9118
18639,130.27122
18640,126.616554
18641,127.70461
18642,139.1309
18643,143.46957
18644,143.82573
18645,145.13084
18646,144.98059
18647,142.96881
18648,144.27667
18649,144.9083
18650,146.1442
18651,147.29425
18652,148.4905
18653,148.30348
18654,146.51237
18655,147.7179
18656,148.43553
18657,149.67213
18658,150.85756
18659,217.32341
18660,247.42027
18661,256.90143
18662,279.95496
18663,273.85852
18664,269.79187
18665,267.74576
18666,266.0072
18667,264.58307
18668,263.14676
18669,281.7811
18670,274.30002
18671,269.68918
18672,267.25565
18673,265.37662
18674,263.79865
18675,262.23422
18676,188.41403
18677,175.60928
18678,171.23799
18679,168.77098
18680,167.65768
18681,168.42375
18682,169.0466
18683,169.9971
18684,172.57076
18685,172.14041
18686,171.48596
18687,172.13132
18688,172.83522
18689,173.75224
18690,160.76666
18691,146.57558
18692,146.88931
18693,145.40921
18694,145.39581
18695,142.95439
18696,144.28166
18697,144.91173
18698,146.14626
18699,147.29579
18700,148.50096
18701,148.3143
18702,146.5141
18703,147.71515
18704,148.43124
18705,149.66612
18706,150.85138
18707,171.02385
18708,184.91924
18709,189.8689
18710,165.99554
18711,154.25035
18712,155.19879
18713,157.1405
18714,156.0478
18715,153.469
18716,153.5449
18717,153.77037
18718,154.51944
18719,155.4368
18720,158.74321
18721,157.68315
18722,155.45088
18723,155.53674
18724,155.83177
18725,156.62411
18726,157.57892
18727,165.11923
18728,167.48064
18729,166.61787
18730,168.63292
18731,167.73907
18732,166.88612
18733,167.51567
18734,168.16565
18735,169.03062
18736,169.92189
18737,172.07242
18738,171.30565
18739,170.54027
18740,171.19351
18741,171.8727
18742,156.4723
18743,143.5228
18744,144.73364
18745,144.41132
18746,144.56775
18747,142.8517
18748,143.90437
18749,144.56604
18750,145.67711
18751,147.14124
18752,146.76276
18753,145.71025
18754,147.16013
18755,148.37389
18756,134.92484
18757,125.02414
18758,123.27545
18759,126.79429
18760,128.44818
18761,124.504326
18762,124.44027
18763,123.61238
18764,123.64226
18765,123.7307
18766,128.84917
18767,130.47284
18768,127.01444
18769,126.96756
18770,126.293365
18771,126.39743
18772,126.57792
18773,177.49776
18774,204.81421
18775,211.8955
18776,220.95576
18777,217.4244
18778,215.58897
18779,215.9175
18780,216.5175
18781,217.33217
18782,218.0699
18783,224.66608
18784,220.38545
18785,218.15422
18786,218.14272
18787,218.53288
18788,219.13615
18789,219.68997
18790,181.08684
18791,172.25307
18792,168.68495
18793,169.17162
18794,167.96661
18795,166.93214
18796,167.5203
18797,168.16994
18798,169.03441
18799,169.92584
18800,172.07498
18801,171.3096
18802,170.54405
18803,171.19746
18804,171.87596
18805,172.7564
18806,173.67462
18807,197.44235
18808,205.02097
18809,209.33301
18810,214.63264
18811,211.01077
18812,209.22
18813,209.78104
18814,210.65169
18815,211.72566
18816,212.71463
18817,217.8683
18818,213.98352
18819,212.04884
18820,212.32344
18821,212.97806
18822,213.83394
18823,214.63435
18824,174.7668
18825,148.50233
18826,142.98238
18827,140.69139
18828,141.6381
18829,136.52136
18830,136.9366
18831,136.56944
18832,137.43306
18833,138.31332
18834,141.13994
18835,143.03561
18836,138.94853
18837,139.43848
18838,139.20921
18839,140.06287
18840,140.9682
18841,208.85939
18842,342.12387
18843,558.1847
18844,438.34274
18845,338.5099
18846,268.1033
18847,222.47467
18848,228.72961
18849,327.73633
18850,539.99384
18851,425.74933
18852,330.76727
18853,266.88748
18854,221.19463
18855,224.53676
18856,321.64227
18857,530.49225
18858,224.91765
18859,195.14912
18860,174.53015
18861,171.306
18862,168.24739
18863,166.9275
18864,167.54039
18865,168.18849
18866,169.05176
18867,169.94215
18868,172.08546
18869,171.32712
18870,170.5614
18871,171.21361
18872,171.89073
18873,172.77014
18874,173.68698
18875,173.62328
18876,172.88759
18877,173.70708
18878,174.58443
18879,173.0691
18880,171.82547
18881,172.53882
18882,173.45755
18883,174.69553
18884,176.05885
18885,177.34766
18886,175.98553
18887,174.90195
18888,175.60619
18889,176.53317
18890,177.75534
18891,179.10889
18892,173.90936
18893,168.88226
18894,167.64514
18895,169.41942
18896,168.64064
18897,168.07944
18898,169.5094
18899,171.91064
18900,171.23817
18901,170.41972
18902,171.55688
18903,172.62605
18904,173.631
18905,199.8297
18906,208.20958
18907,212.8041
18908,219.2452
18909,215.41245
18910,213.44086
18911,213.81659
18912,214.50969
18913,215.41365
18914,216.23793
18915,222.33936
18916,218.19354
18917,216.06415
18918,216.15053
18919,216.6317
18920,217.32187
18921,217.96034
18922,172.47202
18923,147.23706
18924,141.8198
18925,139.8884
18926,141.1554
18927,136.07317
18928,136.59726
18929,136.2174
18930,136.95222
18931,137.67793
18932,140.65894
18933,142.67122
18934,138.60217
18935,139.16028
18936,138.9257
18937,139.68456
18938,140.46506
18939,143.8994
18940,150.14919
18941,151.94974
18942,156.12216
18943,155.26439
18944,153.03796
18945,153.13412
18946,153.36923
18947,154.12292
18948,155.0391
18949,158.27818
18950,157.23203
18951,155.04475
18952,155.17218
18953,155.47682
18954,156.27362
18955,157.22739
18956,157.63628
18957,156.46579
18958,210.14647
18959,198.2091
18960,186.6511
18961,176.08205
18962,166.49475
18963,164.31006
18964,156.009
18965,211.0683
18966,199.18176
18967,187.44225
18968,177.4167
18969,167.70886
18970,165.81094
18971,158.40646
18972,211.4126
18973,161.39569
18974,146.29996
18975,139.92531
18976,139.08952
18977,140.41371
18978,135.50835
18979,136.16658
18980,135.5956
18981,136.21123
18982,139.79944
18983,142.03978
18984,138.12065
18985,138.8036
18986,138.5783
18987,139.35124
18988,140.11954
18989,143.58978
18990,150.14868
18991,152.25867
18992,156.62035
18993,155.80585
18994,153.54422
18995,153.60175
18996,153.82585
18997,154.5744
18998,155.49193
18999,158.80762
19000,157.74153
19001,155.50395
19002,155.58655
19003,155.88037
19004,156.67271
19005,157.62769
19006,156.62875
19007,155.84207
19008,154.36386
19009,152.60779
19010,152.81421
19011,153.27306
19012,154.15865
19013,157.17467
19014,155.94753
19015,154.16603
19016,154.90257
19017,155.44316
19018,156.44775
19019,194.40555
19020,210.33348
19021,214.56464
19022,222.18103
19023,218.15096
19024,216.10432
19025,216.33409
19026,216.91539
19027,217.7127
19028,218.43327
19029,225.12715
19030,220.81993
19031,218.5686
19032,218.53752
19033,218.90999
19034,219.49574
19035,220.03256
19036,154.94344
19037,120.590866
19038,115.76519
19039,115.004616
19040,115.17257
19041,114.24078
19042,113.5841
19043,112.91626
19044,112.44573
19045,112.1325
19046,114.718864
19047,115.33279
19048,114.70066
19049,114.21863
19050,113.81267
19051,113.60454
19052,113.5446
19053,136.6014
19054,143.68045
19055,142.0008
19056,144.21365
19057,143.29646
19058,141.89226
19059,143.29407
19060,144.42368
19061,145.59348
19062,147.13557
19063,146.61163
19064,145.20949
19065,146.63104
19066,147.81372
19067,149.017
19068,182.69368
19069,199.8187
19070,204.90729
19071,210.36868
19072,207.13731
19073,205.63179
19074,206.0283
19075,207.0937
19076,212.82608
19077,209.9811
19078,208.47815
19079,209.04451
19080,209.88957
19081,210.90172
19082,211.83676
19083,165.94867
19084,148.80115
19085,146.22148
19086,144.85454
19087,144.07112
19088,141.98758
19089,143.01741
19090,143.6176
19091,144.70256
19092,145.75215
19093,147.2987
19094,146.90288
19095,145.82736
19096,147.23741
19097,147.9827
19098,149.18272
19099,130.82144
19100,114.79459
19101,113.09417
19102,114.39585
19103,115.101814
19104,114.300026
19105,113.714096
19106,113.0988
19107,112.17784
19108,114.5559
19109,115.61218
19110,114.890076
19111,114.45424
19112,114.093956
19113,113.93837
19114,113.92343
19115,220.53915
19116,250.99406
19117,257.60037
19118,278.62665
19119,271.63638
19120,267.3865
19121,265.26053
19122,260.5398
19123,260.04727
19124,278.57068
19125,268.69833
19126,265.21725
19127,263.38272
19128,261.73175
19129,260.27036
19130,261.9938
19131,253.8921
19132,250.35971
19133,263.25323
19134,255.87898
19135,251.72252
19136,250.13457
19137,249.19214
19138,248.53082
19139,247.83533
19140,262.39307
19141,255.98888
19142,252.17554
19143,250.56372
19144,249.4578
19145,248.62286
19146,247.77986
19147,181.32089
19148,163.04237
19149,157.8044
19150,158.35083
19151,155.37395
19152,153.69069
19153,155.48677
19154,158.37057
19155,158.13411
19156,156.7014
19157,157.18222
19158,151.38477
19159,145.01305
19160,143.99179
19161,144.31601
19162,143.79893
19163,142.3597
19164,144.21126
19165,146.59807
19166,147.61572
19167,147.07736
19168,148.19409
19169,149.08466
19170,159.72978
19171,165.6521
19172,165.79565
19173,168.33635
19174,167.5847
19175,166.71439
19176,167.83575
19177,168.88002
19178,169.86385
19179,172.02948
19180,171.26581
19181,170.51056
19182,171.16605
19183,171.8471
19184,172.73012
19185,173.65005
19186,202.08737
19187,211.18747
19188,216.02448
19189,223.52925
19190,219.50381
19191,217.36446
19192,217.56761
19193,218.09412
19194,218.8389
19195,219.50829
19196,226.49272
19197,222.10649
19198,219.79593
19199,219.7068
19200,220.0257
19201,220.55994
19202,221.04745
19203,181.29942
19204,172.33653
19205,168.69234
19206,169.16492
19207,167.9436
19208,166.90639
19209,167.4954
19210,168.14659
19211,169.01277
19212,169.90558
19213,172.0621
19214,171.28831
19215,170.52258
19216,171.17686
19217,171.85759
19218,172.73956
19219,173.65881
19220,163.0441
19221,155.13663
19222,155.93842
19223,158.41608
19224,157.17587
19225,154.57817
19226,154.55173
19227,154.76227
19228,155.50618
19229,156.42938
19230,159.90219
19231,158.71591
19232,156.39915
19233,156.42543
19234,156.70912
19235,157.49666
19236,158.45627
19237,156.24478
19238,152.4917
19239,151.4191
19240,153.26413
19241,151.99782
19242,149.73328
19243,150.09166
19244,150.47719
19245,151.30852
19246,152.22656
19247,154.97899
19248,154.04274
19249,152.05724
19250,152.48552
19251,152.92188
19252,153.78377
19253,154.74286
19254,155.2862
19255,154.32677
19256,154.19077
19257,157.0572
19258,155.79314
19259,153.37506
19260,153.40683
19261,153.63574
19262,154.38618
19263,155.3032
19264,158.58711
19265,157.53203
19266,155.31453
19267,155.41447
19268,155.7126
19269,156.50615
19270,157.46077
19271,140.92717
19272,129.51735
19273,126.0976
19274,129.89532
19275,130.92946
19276,126.91433
19277,126.50115
19278,125.5977
19279,125.50017
19280,125.514244
19281,131.20233
19282,132.63692
19283,129.12512
19284,128.83113
19285,128.07399
19286,128.06146
19287,128.16827
19288,127.61137
19289,125.46719
19290,124.07055
19291,129.23778
19292,130.62463
19293,126.789314
19294,126.42851
19295,125.5273
19296,125.43422
19297,125.450195
19298,131.11972
19299,132.56119
19300,129.05095
19301,128.76518
19302,128.01028
19303,128.0017
19304,128.11108
19305,140.41267
19306,144.06631
19307,144.07129
19308,145.22804
19309,145.00325
19310,142.97586
19311,144.27667
19312,144.90863
19313,146.14436
19314,147.29425
19315,148.49083
19316,148.30382
19317,146.51256
19318,147.71738
19319,148.43536
19320,149.67162
19321,150.85739
19322,150.38943
19323,151.53244
19324,153.10905
19325,156.65744
19326,155.73819
19327,153.40202
19328,153.49219
19329,153.71886
19330,154.46878
19331,155.3858
19332,158.68398
19333,157.62546
19334,155.39903
19335,155.49004
19336,155.78644
19337,156.57913
19338,157.53375
19339,157.02716
19340,154.92592
19341,154.3266
19342,156.9394
19343,155.59805
19344,153.1714
19345,153.20677
19346,153.4398
19347,154.19334
19348,155.1095
19349,158.36044
19350,157.31187
19351,155.11653
19352,155.23674
19353,155.53967
19354,156.33562
19355,157.28973
19356,189.04942
19357,202.51376
19358,205.99052
19359,210.702
19360,207.18385
19361,205.58165
19362,206.26839
19363,207.29256
19364,208.51233
19365,209.644
19366,213.97458
19367,210.31888
19368,208.55406
19369,208.99127
19370,209.79546
19371,210.7949
19372,211.73459
19373,179.70255
19374,171.58815
19375,168.46788
19376,169.0873
19377,167.91922
19378,166.89796
19379,167.49266
19380,168.14401
19381,169.01054
19382,169.90317
19383,172.06056
19384,171.28574
19385,170.51984
19386,171.1748
19387,171.85535
19388,172.7375
19389,173.65692
19390,162.53062
19391,154.03792
19392,154.68808
19393,156.80873
19394,155.67567
19395,153.18547
19396,153.26636
19397,153.49854
19398,154.25104
19399,155.16719
19400,158.4281
19401,157.37749
19402,155.17545
19403,155.28946
19404,155.59135
19405,156.38644
19406,157.3409
19407,152.3289
19408,141.79318
19409,138.76822
19410,138.90698
19411,140.47295
19412,135.68541
19413,136.30464
19414,135.90985
19415,136.49132
19416,139.20647
19417,142.22215
19418,138.10759
19419,138.91368
19420,138.66193
19421,139.45427
19422,140.22618
19423,175.32661
19424,198.62572
19425,204.54425
19426,211.09818
19427,208.0011
19428,206.54727
19429,207.24876
19430,208.23035
19431,209.40926
19432,210.5016
19433,215.06161
19434,211.34167
19435,209.52928
19436,209.92116
19437,210.68379
19438,211.64357
19439,212.54462
19440,166.28748
19441,150.19006
19442,146.54019
19443,142.40642
19444,143.27982
19445,144.3251
19446,147.26144
19447,147.38303
19448,146.75726
19449,148.66823
19450,132.85262
19451,121.16168
19452,119.573044
19453,120.18679
19454,122.14138
19455,118.62117
19456,119.711624
19457,119.33469
19458,119.95634
19459,120.4303
19460,123.15181
19461,124.72465
19462,121.86112
19463,123.29537
19464,123.15731
19465,123.95755
19466,137.58092
19467,146.29515
19468,149.41162
19469,153.47072
19470,152.86143
19471,150.52046
19472,151.22214
19473,152.15735
19474,153.17036
19475,156.1007
19476,155.15019
19477,153.13242
19478,153.46951
19479,153.8413
19480,154.66592
19481,155.61815
19482,155.4059
19483,151.67033
19484,150.6781
19485,152.00504
19486,151.27263
19487,148.35277
19488,148.75513
19489,149.04138
19490,150.44748
19491,153.49939
19492,153.27116
19493,150.81377
19494,151.31555
19495,151.80687
19496,152.87585
19497,154.0563
19498,149.6031
19499,141.052
19500,138.50394
19501,139.15822
19502,140.76866
19503,136.06046
19504,136.6086
19505,136.2296
19506,136.96442
19507,137.69064
19508,140.67319
19509,142.68341
19510,138.61436
19511,139.16989
19512,138.93515
19513,139.694
19514,140.47467
19515,138.73268
19516,134.6207
19517,131.09174
19518,134.8582
19519,138.014
19520,134.30559
19521,135.547
19522,134.08664
19523,133.34941
19524,132.42072
19525,137.50294
19526,140.78514
19527,137.65698
19528,138.15225
19529,136.69395
19530,135.9727
19531,135.15546
19532,140.47157
19533,145.74287
19534,150.63707
19535,151.25613
19536,148.81128
19537,149.3821
19538,149.86653
19539,150.91989
19540,152.09537
19541,154.58041
19542,153.78343
19543,152.23378
19544,154.68121
19545,149.73001
19546,140.89041
19547,138.13782
19548,138.73543
19549,140.41182
19550,135.68333
19551,136.30911
19552,135.91466
19553,136.66063
19554,137.37622
19555,140.31119
19556,142.37378
19557,138.31143
19558,138.93153
19559,138.6901
19560,139.45787
19561,140.23013
19562,153.24026
19563,164.69197
19564,165.10704
19565,168.302
19566,167.65013
19567,166.93712
19568,167.58984
19569,168.23485
19570,169.09485
19571,171.88179
19572,172.3525
19573,172.18146
19574,172.96315
19575,173.7749
19576,143.24924
19577,115.3297
19578,114.362366
19579,114.3907
19580,113.62892
19581,112.80429
19582,112.468056
19583,112.21236
19584,114.871185
19585,115.431526
19586,114.43981
19587,113.563324
19588,147.53415
19589,163.61662
19590,164.39644
19591,167.99512
19592,167.32367
19593,166.47998
19594,168.11774
19595,169.61003
19596,171.92369
19597,171.19713
19598,170.45665
19599,171.13617
19600,171.81998
19601,172.70505
19602,173.62688
19603,178.3205
19604,180.00632
19605,182.36739
19606,179.55469
19607,177.46942
19608,177.08716
19609,179.00052
19610,181.11328
19611,183.367
19612,185.51514
19613,183.8724
19614,181.86389
19615,181.40744
19616,183.04468
19617,184.92233
19618,186.94887
19619,188.89882
19620,147.86815
19621,117.67839
19622,114.98607
19623,114.705986
19624,115.15144
19625,114.24937
19626,113.61948
19627,112.96692
19628,112.51322
19629,112.21545
19630,114.76163
19631,115.42741
19632,114.766266
19633,114.28766
19634,113.8939
19635,113.69898
19636,113.652275
19637,148.3878
19638,163.91731
19639,164.56284
19640,168.0542
19641,167.3503
19642,166.7235
19643,167.44577
19644,168.10039
19645,168.97018
19646,169.86574
19647,172.03601
19648,171.24504
19649,170.47914
19650,171.13686
19651,171.8205
19652,172.70573
19653,173.62756
19654,170.85728
19655,167.56924
19656,167.13718
19657,168.57504
19658,167.69942
19659,166.78206
19660,167.43187
19661,168.08717
19662,168.95782
19663,169.85457
19664,172.02896
19665,171.23267
19666,170.46695
19667,171.12569
19668,171.81018
19669,172.69629
19670,173.61897
19671,158.0795
19672,144.82466
19673,145.10526
19674,144.39001
19675,143.94817
19676,141.94258
19677,143.01398
19678,143.61417
19679,144.6993
19680,145.74905
19681,147.29459
19682,146.75348
19683,145.27664
19684,146.27849
19685,146.95235
19686,148.0531
19687,149.1439
19688,159.83333
