,Predicciones Venta
31839,155.58089
31840,155.87488
31841,156.66722
31842,157.62236
31843,152.50905
31844,141.8866
31845,138.8225
31846,138.94441
31847,140.4963
31848,135.70618
31849,136.31941
31850,135.92462
31851,136.67076
31852,137.38669
31853,140.32338
31854,142.38443
31855,138.32123
31856,138.93944
31857,138.69833
31858,139.46544
31859,140.23802
31860,140.4654
31861,142.84895
31862,142.43423
31863,144.13707
31864,143.51266
31865,141.87836
31866,142.92073
31867,143.5252
31868,144.61447
31869,145.66646
31870,147.1883
31871,146.65353
31872,145.19112
31873,146.20276
31874,146.88074
31875,147.98613
31876,149.07883
31877,150.61217
31878,149.18169
31879,149.71661
31880,151.57915
31881,151.14383
31882,148.29558
31883,148.76181
31884,149.15816
31885,150.20036
31886,151.35059
31887,153.83426
31888,153.42091
31889,150.86563
31890,151.33804
31891,151.81201
31892,152.88135
31893,154.06213
31894,146.64066
31895,142.06743
31896,149.63539
31897,152.7699
31898,157.89798
31899,157.1829
31900,154.83989
31901,154.94618
31902,155.15277
31903,155.89497
31904,156.92258
31905,160.38492
31906,159.12857
31907,156.77576
31908,156.77661
31909,157.0555
31910,157.90468
31911,159.6173
31912,140.62923
31913,127.85487
31914,124.293106
31915,127.23048
31916,128.52272
31917,124.50982
31918,124.39322
31919,123.567215
31920,123.60036
31921,123.69069
31922,128.79146
31923,130.42114
31924,126.96481
31925,126.92497
31926,126.25301
31927,126.36034
31928,126.54254
31929,422.24207
31930,669.66833
31931,983.87024
31932,932.12885
31933,807.0794
31934,711.9659
31935,561.18604
31936,561.7228
31937,660.6212
31938,891.76733
31939,839.46954
31940,740.60144
31941,649.60767
31942,550.06866
31943,552.08185
31944,651.9405
31945,881.8128
31946,308.63388
31947,226.3768
31948,185.06847
31949,174.04726
31950,169.10997
31951,167.19676
31952,167.60634
31953,168.2503
31954,169.10912
31955,169.99556
31956,172.12083
31957,171.385
31958,170.61926
31959,171.26685
31960,171.94002
31961,172.81564
31962,173.72905
31963,200.91792
31964,209.5942
31965,214.26274
31966,221.1723
31967,217.24837
31968,215.2002
31969,215.49779
31970,216.11618
31971,216.9487
31972,217.70378
31973,224.2012
31974,219.94722
31975,217.73642
31976,217.74448
31977,218.1532
31978,218.77347
31979,219.34428
31980,192.01067
31981,182.9394
31982,180.44115
31983,178.2415
31984,175.78822
31985,175.24281
31986,176.91473
31987,178.96927
31988,181.19313
31989,180.02298
31990,177.48401
31991,176.8318
31992,178.48843
31993,180.46227
31994,182.61263
31995,184.70064
31996,167.07416
31997,156.19926
31998,155.02054
31999,156.5089
32000,155.1112
32001,152.61449
32002,152.69708
32003,152.94249
32004,153.70082
32005,154.61389
32006,157.78035
32007,156.7505
32008,154.61098
32009,154.78339
32010,155.09833
32011,155.89943
32012,156.85234
32013,157.33815
32014,156.25404
32015,156.00882
32016,159.08994
32017,157.61308
32018,155.03995
32019,154.93965
32020,155.14607
32021,155.88861
32022,156.8939
32023,160.37032
32024,159.11946
32025,156.7687
32026,156.77008
32027,157.04982
32028,157.8767
32029,159.58467
32030,155.24138
32031,147.62825
32032,146.09251
32033,145.63109
32034,145.24847
32035,142.99612
32036,144.27667
32037,144.9083
32038,146.1442
32039,147.29425
32040,148.49066
32041,148.30331
32042,146.51204
32043,147.71773
32044,148.43571
32045,149.67197
32046,150.85773
32047,150.85602
32048,152.60127
32049,154.47102
32050,158.41281
32051,157.3756
32052,154.9254
32053,154.91647
32054,155.1234
32055,155.8656
32056,156.79309
32057,160.31863
32058,159.08736
32059,156.74399
32060,156.7488
32061,157.02905
32062,157.81503
32063,159.47906
32064,165.83755
32065,167.6807
32066,168.50085
32067,168.17166
32068,168.7684
32069,172.28313
32070,171.7925
32071,172.194
32072,173.59802
32073,158.04756
32074,144.85248
32075,145.10286
32076,144.41096
32077,143.96585
32078,141.95856
32079,143.02754
32080,143.62738
32081,144.712
32082,145.76125
32083,147.3104
32084,146.76825
32085,145.28952
32086,146.28983
32087,146.96265
32088,148.06342
32089,149.15352
32090,146.81702
32091,138.85048
32092,137.62144
32093,138.32088
32094,140.30002
32095,135.58511
32096,136.28061
32097,135.8841
32098,136.63179
32099,137.346
32100,140.27615
32101,142.34373
32102,138.2826
32103,138.90956
32104,138.66742
32105,139.43573
32106,140.20746
32107,152.93819
32108,164.87006
32109,166.92372
32110,167.46208
32111,167.35596
32112,169.34558
32113,171.81757
32114,171.21053
32115,170.90776
32116,171.91081
32117,172.6908
32118,173.65607
32119,175.20865
32120,176.36299
32121,176.33722
32122,174.17847
32123,172.83986
32124,175.69136
32125,178.80098
32126,179.00378
32127,177.00009
32128,176.63603
32129,178.79703
32130,181.17097
32131,183.38213
32132,167.24348
32133,156.89767
32134,155.88792
32135,157.62614
32136,156.20511
32137,153.61891
32138,153.60191
32139,153.82533
32140,154.57405
32141,155.4916
32142,158.80745
32143,157.74084
32144,155.5036
32145,155.58621
32146,155.88054
32147,156.67255
32148,157.62752
32149,157.25745
32150,155.29102
32151,154.73152
32152,157.42986
32153,156.07666
32154,153.6081
32155,153.59917
32156,153.82327
32157,154.57216
32158,155.48935
32159,158.80487
32160,157.73878
32161,155.50154
32162,155.58432
32163,155.87848
32164,156.67065
32165,157.62546
32166,152.09279
32167,145.38998
32168,144.12831
32169,144.37782
32170,143.6547
32171,141.83267
32172,142.87883
32173,143.48451
32174,144.576
32175,145.62885
32176,147.1397
32177,146.60837
32178,145.15248
32179,146.16841
32180,146.84879
32181,147.95557
32182,149.04997
32183,150.42705
32184,148.70497
32185,149.13069
32186,150.94188
32187,150.57867
32188,147.73318
32189,148.23325
32190,148.61584
32191,149.6505
32192,150.78131
32193,153.25897
32194,152.91518
32195,150.3757
32196,150.88092
32197,151.34578
32198,152.40842
32199,153.57185
32200,218.32475
32201,246.38235
32202,254.41501
32203,275.93243
32204,269.77985
32205,265.79562
32206,263.8567
32207,262.29364
32208,261.03745
32209,259.76462
32210,277.5003
32211,270.25656
32212,265.82138
32213,263.5687
32214,261.8602
32215,260.44586
32216,259.04062
32217,166.53116
32218,124.65338
32219,116.67431
32220,115.756775
32221,114.85573
32222,113.97804
32223,113.24512
32224,112.43182
32225,111.760025
32226,111.26425
32227,114.414055
32228,113.95881
32229,113.55473
32230,112.981514
32231,112.61213
32232,112.396614
32233,131.17331
32234,138.34938
32235,137.26219
32236,139.26245
32237,140.5449
32238,136.10442
32239,136.60947
32240,136.23012
32241,136.96458
32242,137.69116
32243,140.67404
32244,142.68375
32245,138.6147
32246,139.17041
32247,138.93584
32248,139.694
32249,140.47536
32250,157.58287
32251,174.30879
32252,178.12386
32253,177.75877
32254,175.39789
32255,175.08295
32256,177.00163
32257,179.14821
32258,181.45244
32259,183.65877
32260,181.65112
32261,179.78017
32262,179.37111
32263,181.08615
32264,183.0282
32265,185.1181
32266,187.13176
32267,169.37975
32268,154.20485
32269,152.11855
32270,151.94562
32271,151.11807
32272,147.99901
32273,148.40137
32274,148.78877
32275,149.82532
32276,150.96248
32277,153.44255
32278,153.07643
32279,150.53145
32280,151.0262
32281,151.49416
32282,152.55885
32283,153.72797
32284,153.91411
32285,154.77223
32286,155.3044
32287,158.85191
32288,157.5449
32289,155.03188
32290,154.95184
32291,155.15843
32292,155.9003
32293,156.94713
32294,160.39745
32295,159.13647
32296,156.78142
32297,156.78159
32298,157.06064
32299,157.92838
32300,159.64494
32301,167.17857
32302,168.98341
32303,167.89706
32304,171.50623
32305,171.92044
32306,145.68964
32307,131.40547
32308,129.28448
32309,128.98209
32310,129.57642
32311,128.05373
32312,128.58539
32313,129.09834
32314,130.13676
32315,131.67389
32316,132.40097
32317,131.4072
32318,132.23817
32319,133.06657
32320,133.90134
32321,146.27231
32322,147.23329
32323,149.93213
32324,152.0806
32325,151.78488
32326,148.9696
32327,149.42932
32328,149.84248
32329,150.89551
32330,152.07028
32331,154.55551
32332,154.05595
32333,151.48453
32334,151.91832
32335,152.40446
32336,153.48291
32337,154.68413
32338,162.43738
32339,168.60458
32340,167.097
32341,166.83752
32342,167.40302
32343,168.11568
32344,168.95473
32345,169.85165
32346,172.0269
32347,171.22958
32348,170.46368
32349,171.12294
32350,171.80762
32351,172.69406
32352,173.61674
32353,173.94612
32354,173.78915
32355,175.56291
32356,175.77087
32357,173.93462
32358,172.52646
32359,173.14467
32360,174.3756
32361,176.46825
32362,178.6818
32363,178.80957
32364,176.89603
32365,175.56601
32366,176.36127
32367,178.12369
32368,180.22838
32369,182.3461
32370,167.95477
32371,154.13358
32372,152.5094
32373,152.5288
32374,151.66176
32375,148.55815
32376,148.92856
32377,149.32938
32378,150.37415
32379,151.53055
32380,154.01491
32381,153.58028
32382,151.02036
32383,151.48282
32384,151.96039
32385,153.03143
32386,154.21754
32387,153.62114
32388,151.57469
32389,151.09317
32390,152.79068
32391,152.04608
32392,149.16434
32393,149.52359
32394,149.939
32395,150.99374
32396,152.1716
32397,154.65717
32398,154.14525
32399,151.57228
32400,152.00075
32401,152.48827
32402,153.56808
32403,154.7724
32404,135.28374
32405,122.51299
32406,119.84987
32407,120.38273
32408,122.14584
32409,118.60949
32410,119.70665
32411,119.33177
32412,119.95513
32413,120.43116
32414,123.14494
32415,124.83421
32416,121.977036
32417,122.89817
32418,122.70756
32419,123.35325
32420,123.91067
32421,137.36848
32422,143.97598
32423,146.33653
32424,149.057
32425,149.14236
32426,146.63808
32427,147.33598
32428,147.72699
32429,148.76112
32430,149.86584
32431,152.08678
32432,151.86646
32433,149.48907
32434,150.11862
32435,150.59053
32436,151.65025
32437,152.79137
32438,219.33037
32439,248.4125
32440,256.84958
32441,279.3192
32442,273.06738
32443,268.97668
32444,266.9098
32445,265.2092
32446,263.82095
32447,262.41986
32448,280.8608
32449,273.4309
32450,268.85785
32451,266.46295
32452,264.62085
32453,263.0779
32454,261.54764
32455,187.83531
32456,154.148
32457,144.88853
32458,141.49849
32459,141.90326
32460,136.64655
32461,136.99121
32462,136.65
32463,137.56769
32464,138.44589
32465,141.22786
32466,143.09692
32467,139.00555
32468,139.48415
32469,139.26418
32470,140.17072
32471,141.07468
32472,153.85074
32473,164.98357
32474,165.2616
32475,168.37859
32476,167.72174
32477,166.99654
32478,167.63863
32479,168.28018
32480,169.13727
32481,170.02184
32482,172.1387
32483,171.41316
32484,170.64795
32485,171.29346
32486,171.96474
32487,172.8378
32488,173.74983
32489,189.95184
32490,195.10808
32491,198.58742
32492,200.41219
32493,197.46777
32494,196.23839
32495,197.35753
32496,198.76086
32497,200.3428
32498,201.82875
32499,204.08661
32500,201.02199
32501,199.68733
32502,200.53017
32503,201.70648
32504,203.06226
32505,204.35072
32506,178.38936
32507,170.93678
32508,168.23416
32509,168.98753
32510,167.84177
32511,166.83322
32512,167.43599
32513,168.09146
32514,168.96194
32515,169.858
32516,172.0312
32517,171.23645
32518,170.47038
32519,171.12929
32520,171.81328
32521,172.69939
32522,173.62155
32523,178.10034
32524,179.72452
32525,182.06601
32526,179.18445
32527,177.10861
32528,176.74112
32529,178.66737
32530,180.79095
32531,183.05516
32532,185.21358
32533,183.51074
32534,181.52457
32535,181.07602
32536,182.7263
32537,184.61478
32538,186.65144
32539,188.61255
32540,162.39703
32541,147.03563
32542,145.75317
32543,144.71115
32544,144.05446
32545,142.03017
32546,143.43282
32547,144.5602
32548,145.72588
32549,147.30576
32550,146.77151
32551,145.30154
32552,146.3003
32553,146.97311
32554,148.07303
32555,149.16263
32556,147.09282
32557,143.69041
32558,143.47987
32559,144.26414
32560,143.68697
32561,141.93004
32562,142.98015
32563,143.58188
32564,144.66873
32565,145.71935
32566,147.25612
32567,146.71707
32568,145.24556
32569,146.25084
32570,146.92676
32571,148.02888
32572,149.12021
32573,146.86871
32574,139.23222
32575,138.08905
32576,138.89737
32577,140.76454
32578,136.06697
32579,136.66527
32580,136.28868
32581,137.02142
32582,137.74937
32583,140.74068
32584,142.74059
32585,138.67104
32586,139.21558
32587,138.98236
32588,139.73933
32589,140.5219
32590,143.68353
32591,147.77388
32592,148.71442
32593,151.54018
32594,151.19724
32595,148.46043
32596,148.89078
32597,149.29039
32598,150.33466
32599,151.48985
32600,153.97388
32601,153.54404
32602,150.98515
32603,151.45018
32604,151.92656
32605,152.99744
32606,154.18234
32607,137.89174
32608,127.673355
32609,124.728775
32610,128.59741
32611,129.87814
32612,125.9154
32613,125.63274
32614,124.75968
32615,124.71332
32616,124.755905
32617,130.21472
32618,131.73004
32619,128.23834
32620,128.04445
32621,127.3208
32622,127.35446
32623,127.49064
32624,126.6521
32625,124.256355
32626,122.85198
32627,127.61823
32628,129.16222
32629,125.33857
32630,125.15156
32631,124.296196
32632,124.27902
32633,124.339294
32634,129.66435
32635,131.22447
32636,127.74531
32637,127.60879
32638,126.90505
32639,126.96636
32640,127.119026
32641,137.8567
32642,142.49709
32643,144.03592
32644,144.53203
32645,144.2389
32646,147.7749
32647,147.97498
32648,147.30386
32649,148.2942
32650,149.15884
32651,150.44507
32652,148.51952
32653,148.85507
32654,150.55464
32655,150.24484
32656,147.43593
32657,147.96466
32658,148.34401
32659,149.37746
32660,150.49934
32661,152.93596
32662,152.63887
32663,150.12378
32664,150.6527
32665,151.11377
32666,152.17453
32667,153.33058
32668,154.96902
32669,155.9391
32670,162.97076
32671,167.08618
32672,166.31358
32673,168.5759
32674,167.70508
32675,166.88525
32676,167.51686
32677,168.16702
32678,169.03183
32679,169.92326
32680,172.07344
32681,171.3072
32682,170.5413
32683,171.19489
32684,171.87372
32685,172.75433
32686,173.67221
32687,146.15244
32688,127.14599
32689,125.566795
32690,127.952065
32691,129.5596
32692,125.39078
32693,125.227295
32694,124.368835
32695,124.3472
32696,124.40438
32697,129.75107
32698,131.30399
32699,127.82293
32700,127.677475
32701,126.97014
32702,127.02698
32703,127.17724
32704,139.75789
32705,143.85097
32706,143.97186
32707,145.20468
32708,144.9969
32709,142.97894
32710,144.27875
32711,144.90984
32712,146.14505
32713,147.2951
32714,148.49513
32715,148.30864
32716,146.51273
32717,147.71635
32718,148.4333
32719,149.66905
32720,150.85464
32721,159.46996
32722,165.60883
32723,165.71185
32724,168.32106
32725,167.57027
32726,166.80043
32727,167.47119
32728,168.12392
32729,168.99199
32730,169.88582
32731,172.04922
32732,171.2672
32733,170.5013
32734,171.15746
32735,171.83939
32736,172.72308
32737,173.64354
32738,155.80173
32739,135.76268
32740,134.33684
32741,134.6638
32742,138.50446
32743,134.14845
32744,135.73778
32745,134.3492
32746,133.60512
32747,132.64809
32748,137.56958
32749,140.78464
32750,137.61543
32751,138.32019
32752,136.92921
32753,136.19989
32754,135.36702
32755,140.51811
32756,144.93062
32757,147.18607
32758,150.154
32759,150.19968
32760,147.52367
32761,148.08418
32762,148.46422
32763,149.49835
32764,150.62419
32765,153.09944
32766,152.77489
32767,150.2402
32768,150.75504
32769,151.21681
32770,152.27808
32771,153.43723
32772,148.757
32773,144.64487
32774,143.65898
32775,144.36804
32776,143.67752
32777,141.90977
32778,142.94666
32779,143.54994
32780,144.63799
32781,145.6893
32782,147.218
32783,146.68135
32784,145.21465
32785,146.22371
32786,146.90065
32787,148.00468
32788,149.09685
32789,150.60599
32790,151.15036
32791,152.15323
32792,155.19467
32793,153.97044
32794,152.00658
32795,152.7426
32796,153.21262
32797,154.18166
32798,157.15852
32799,156.55972
32800,154.77617
32801,155.08012
32802,155.56612
32803,156.50133
32804,164.49414
32805,167.34805
32806,166.58783
32807,168.6475
32808,167.79317
32809,166.95068
32810,167.5799
32811,168.2254
32812,169.0861
32813,169.97392
32814,172.10675
32815,171.36163
32816,170.59608
32817,171.24573
32818,171.92044
32819,172.79727
32820,173.71222
32821,162.5485
32822,154.02144
32823,154.64
32824,156.73987
32825,155.6039
32826,153.1197
32827,153.20592
32828,153.43895
32829,154.19247
32830,155.10829
32831,158.35957
32832,157.31102
32833,155.11568
32834,155.23589
32835,155.53915
32836,156.33476
32837,157.28905
32838,156.06464
32839,151.10931
32840,149.73413
32841,150.72327
32842,150.14319
32843,147.28635
32844,147.7744
32845,148.15305
32846,149.18512
32847,150.30083
32848,152.67064
32849,152.41734
32850,149.93883
32851,150.48904
32852,150.95064
32853,152.01001
32854,153.16092
32855,161.53152
32856,166.55452
32857,166.0675
32858,168.47733
32859,167.6381
32860,166.83374
32861,167.476
32862,168.12856
32863,168.99629
32864,169.89012
32865,172.05197
32866,171.27132
32867,170.50558
32868,171.16158
32869,171.84299
32870,172.72668
32871,173.64662
32872,188.6505
32873,193.45282
32874,196.84544
32875,198.13716
32876,195.3126
32877,194.17389
32878,195.38164
32879,196.8669
32880,198.52698
32881,200.08951
32882,201.89195
32883,198.9611
32884,197.7214
32885,198.65251
32886,199.90938
32887,201.34259
32888,202.70644
32889,216.18658
32890,216.03581
32891,216.6554
32892,222.07816
32893,217.4948
32894,215.2232
32895,215.3999
32896,216.02258
32897,216.8594
32898,217.61877
32899,224.09268
32900,219.8452
32901,217.63922
32902,217.65175
32903,218.0644
32904,218.68898
32905,219.26375
32906,169.81903
32907,151.17783
32908,148.17435
32909,145.94946
32910,145.53716
32911,143.11496
32912,144.71973
32913,145.94705
32914,147.24066
32915,148.4855
32916,148.3088
32917,146.51581
32918,147.7143
32919,148.42918
32920,149.66373
32921,150.84846
32922,163.81102
32923,174.94865
32924,178.21814
32925,177.54411
32926,174.83446
32927,174.378
32928,176.3046
32929,178.45735
32930,180.77652
32931,183.00192
32932,180.9747
32933,179.07901
32934,178.6672
32935,180.4001
32936,182.36139
32937,184.47104
32938,186.50616
32939,203.95627
32940,206.86925
32941,208.87277
32942,212.80925
32943,208.93855
32944,207.12238
32945,207.6992
32946,208.66087
32947,209.82121
32948,210.89537
32949,215.56099
32950,211.81152
32951,209.9775
32952,210.34859
32953,211.092
32954,212.03305
32955,212.91641
32956,154.22339
32957,134.95917
32958,130.25543
32959,129.13904
32960,129.46875
32961,127.84182
32962,128.32729
32963,128.65373
32964,129.28998
32965,129.95354
32966,131.46507
32967,132.14973
32968,131.08675
32969,131.69295
32970,132.14973
32971,132.87785
32972,133.64323
32973,147.03374
32974,150.90152
32975,154.00925
32976,157.99089
32977,157.0658
32978,154.65202
32979,154.6752
32980,154.88454
32981,155.62743
32982,156.55199
32983,160.04507
32984,158.84334
32985,156.51645
32986,156.53517
32987,156.81747
32988,157.6045
32989,158.56479
32990,153.2504
32991,142.61678
32992,139.40877
32993,139.53653
32994,140.93163
32995,136.1434
32996,136.65617
32997,136.2794
32998,137.01216
32999,137.73993
33000,140.72986
33001,142.73149
33002,138.66193
33003,139.20836
33004,138.97516
33005,139.7323
33006,140.51433
33007,140.29282
33008,137.93175
33009,136.63866
33010,138.51047
33011,140.4563
33012,135.9138
33013,136.51295
33014,136.12863
33015,136.86688
33016,137.58984
33017,140.5583
33018,142.58517
33019,138.51717
33020,139.09279
33021,138.85616
33022,139.61707
33023,140.39516
33024,153.4252
33025,164.78815
33026,165.16284
33027,168.33188
33028,167.68259
33029,166.9658
33030,167.61458
33031,168.25821
33032,169.1165
33033,170.00226
33034,172.12514
33035,171.39203
33036,170.62682
33037,171.27371
33038,171.94653
33039,172.8213
33040,173.7342
33041,163.25325
33042,155.5091
33043,156.32137
33044,158.89743
33045,157.60347
33046,154.97762
33047,154.92712
33048,155.13371
33049,155.87592
33050,156.83878
33051,160.34181
33052,159.10196
33053,156.75531
33054,156.7584
33055,157.03815
33056,157.82448
33057,159.5225
33058,158.82066
33059,156.86076
33060,156.26195
33061,159.17975
33062,157.6404
33063,155.04442
33064,154.93124
33065,155.13748
33066,155.8802
33067,156.85732
33068,160.35143
33069,159.10779
33070,156.75961
33071,156.76253
33072,157.04245
33073,157.84148
33074,159.54329
33075,136.679
33076,115.852776
33077,113.087814
33078,114.84783
33079,114.49648
33080,113.910034
33081,113.24254
33082,112.42873
33083,111.75505
33084,111.25859
33085,114.41337
33086,114.38829
33087,114.069916
33088,113.534645
33089,112.97207
33090,112.592896
33091,112.37429
33092,148.14395
33093,166.67644
33094,167.39082
33095,171.3814
33096,173.55939
33097,160.62259
33098,146.60786
33099,146.86012
33100,145.3929
33101,145.37521
33102,142.94237
33103,144.27599
33104,144.90794
33105,146.14386
33106,147.29425
33107,148.48929
33108,148.30244
33109,146.51204
33110,147.7179
33111,148.43622
33112,149.67265
33113,150.8586
33114,150.2991
33115,151.32585
33116,152.85078
33117,156.32617
33118,155.40865
33119,153.09944
33120,153.21863
33121,153.45166
33122,154.20467
33123,155.12065
33124,158.37384
33125,157.32475
33126,155.12804
33127,155.24739
33128,155.55014
33129,156.34523
33130,157.30003
33131,195.86351
33132,211.65576
33133,215.84416
33134,223.77928
33135,219.65408
33136,215.98755
33137,217.60762
33138,219.13254
33139,226.40308
33140,221.49017
33141,220.01762
33142,220.37137
33143,220.72221
33144,221.21626
33145,182.50821
33146,175.49611
33147,172.81323
33148,172.828
33149,173.72562
33150,162.48598
33151,153.93987
33152,154.61768
33153,156.73557
33154,155.60612
33155,153.12193
33156,152.8647
33157,153.48634
33158,154.91801
33159,158.22392
33160,156.9564
33161,155.11276
33162,155.80705
33163,156.34352
33164,157.34554
33165,140.78928
33166,129.42548
33167,126.02582
33168,129.81444
33169,130.86093
33170,126.84701
33171,126.44242
33172,125.54104
33173,125.4471
33174,125.46273
33175,131.13622
33176,132.57579
33177,129.0652
33178,128.77808
33179,128.02333
33180,128.01355
33181,128.12225
33182,142.16719
33183,150.21461
33184,152.16954
33185,156.24838
33186,155.3238
33187,153.07935
33188,153.17706
33189,153.41061
33190,154.16432
33191,155.08012
33192,158.32661
33193,157.27873
33194,155.08665
33195,155.20996
33196,155.51408
33197,156.30986
33198,157.26431
33199,168.30835
33200,175.07419
33201,176.54227
33202,176.5136
33203,174.80113
33204,176.08255
33205,179.27254
33206,179.47534
33207,178.23497
33208,178.05225
33209,179.76299
33210,181.69044
33211,149.35582
33212,129.76584
33213,127.0457
33214,129.73029
33215,130.97307
33216,126.80013
33217,126.430405
33218,125.52936
33219,125.43611
33220,125.452255
33221,131.12247
33222,132.5636
33223,129.05318
33224,128.7669
33225,128.01268
33226,128.00375
33227,128.11298
33228,138.4356
33229,142.15878
33230,142.32793
33231,144.02441
33232,143.45206
33233,141.82117
33234,142.88948
33235,143.49498
33236,144.58578
33237,145.63847
33238,147.15205
33239,146.6197
33240,145.1621
33241,146.17734
33242,146.85704
33243,147.96364
33244,149.057
33245,151.53433
33246,153.27734
33247,154.80846
33248,158.57887
33249,157.4441
33250,154.96507
33251,154.94687
33252,155.15329
33253,155.89566
33254,156.92499
33255,160.38612
33256,159.12909
33257,156.7761
33258,156.77695
33259,157.05635
33260,157.90742
33261,159.62006
33262,212.30592
33263,232.07089
33264,237.48662
33265,249.07571
33266,245.8598
33267,243.37665
33268,240.16673
33269,253.38776
33270,247.95125
33271,242.62827
33272,242.24823
33273,239.77623
33274,153.91737
33275,127.31995
33276,122.71597
33277,120.65543
33278,122.49496
33279,118.53307
33280,119.69291
33281,119.32336
33282,119.95325
33283,120.43339
33284,123.12537
33285,124.80983
33286,121.96295
33287,122.89147
33288,122.706696
33289,123.3584
33290,123.92063
33291,138.57486
33292,148.78809
33293,152.82948
33294,157.91791
33295,157.21451
33296,154.90222
33297,154.94618
33298,155.1526
33299,155.89497
33300,156.92258
33301,160.38475
33302,159.12822
33303,156.77557
33304,156.77661
33305,157.05566
33306,157.90485
33307,159.61748
33308,141.74458
33309,129.80739
33310,126.18123
33311,129.86389
33312,130.86832
33313,126.839455
33314,126.42869
33315,125.52764
33316,125.43474
33317,125.45088
33318,131.1204
33319,132.56137
33320,129.05112
33321,128.76537
33322,128.01114
33323,128.00238
33324,128.11143
33325,328.12665
33326,478.49725
33327,709.019
33328,678.0223
33329,592.83093
33330,530.3193
33331,437.64572
33332,380.4105
33333,423.3614
33334,611.57935
33335,590.1432
33336,529.0752
33337,477.79593
33338,431.96338
33339,374.01404
33340,417.64926
33341,603.5658
33342,444.46582
33343,362.60696
33344,309.02798
33345,251.25354
33346,207.99388
33347,186.26369
33348,181.84947
33349,183.86484
33350,186.02635
33351,188.08226
33352,186.96913
33353,184.83527
33354,184.24779
33355,185.76894
33356,187.54802
33357,189.48045
33358,191.33612
33359,171.44647
33360,155.19107
33361,152.60556
33362,152.2767
33363,151.33617
33364,148.1886
33365,148.56606
33366,148.95724
33367,149.99687
33368,151.13988
33369,153.62166
33370,153.23425
33371,150.6843
33372,151.16873
33373,151.63943
33374,152.70602
33375,153.88028
33376,162.12054
33377,166.86397
33378,166.3031
33379,168.6142
33380,167.82219
33381,167.01164
33382,167.63913
33383,168.28053
33384,169.13762
33385,170.02217
33386,172.13887
33387,171.41367
33388,170.64828
33389,171.29398
33390,171.96526
33391,172.8383
33392,173.75017
33393,176.27162
33394,177.30043
33395,179.40579
33396,177.74092
33397,174.90813
33398,174.0191
33399,175.83545
33400,177.96707
33401,180.28796
33402,182.52367
33403,180.73239
33404,178.64299
33405,178.18533
33406,179.91068
33407,181.87831
33408,184.00017
33409,186.04936
33410,209.08572
33411,213.69278
33412,216.25545
33413,222.60278
33414,218.27666
33415,216.07307
33416,216.25511
33417,216.84018
33418,217.6406
33419,218.36389
33420,225.03975
33421,220.73732
33422,218.49011
33423,218.46246
33424,218.83838
33425,219.4274
33426,219.96748
33427,167.07175
33428,149.23372
33429,146.23505
33430,144.706
33431,143.90198
33432,141.8241
33433,142.87093
33434,143.47746
33435,144.56895
33436,145.62215
33437,147.1311
33438,146.59996
33439,145.14545
33440,146.1624
33441,146.84296
33442,147.95024
33443,149.04431
33444,151.0729
33445,152.26726
33446,153.56345
33447,156.99608
33448,155.98976
33449,153.61238
33450,153.67644
33451,153.89832
33452,154.64635
33453,155.56389
33454,158.8921
33455,157.81659
33456,155.57281
33457,155.65129
33458,155.94408
33459,156.73642
33460,157.69191
33461,153.27924
33462,143.06035
33463,140.09636
33464,140.04639
33465,141.278
33466,136.48547
33467,136.92853
33468,136.56155
33469,137.4145
33470,138.29512
33471,141.12775
33472,143.0272
33473,138.94046
33474,139.4323
33475,139.20287
33476,140.0481
33477,140.95378
33478,153.76213
33479,164.89839
33480,165.17435
33481,168.32037
33482,167.63347
33483,166.9081
33484,167.55637
33485,168.2036
33486,169.06549
33487,169.95486
33488,172.56252
33489,172.12239
33490,171.47052
33491,172.04184
33492,173.24358
33493,146.21375
33494,127.407524
33495,125.84774
33496,128.38945
33497,129.95267
33498,125.78935
33499,125.575554
33500,124.70473
33501,124.66145
33502,124.70644
33503,130.14964
33504,131.67027
33505,128.18011
33506,127.99277
33507,127.27135
33508,127.308266
33509,127.4465
33510,153.88681
33511,172.73355
33512,174.8329
33513,174.85008
33514,174.88786
33515,176.85858
33516,179.58698
33517,179.22943
33518,177.22626
33519,177.64114
33520,180.00581
33521,182.4397
33522,184.65839
33523,166.55966
33524,155.40865
33525,154.19815
33526,155.48283
33527,154.11966
33528,151.67686
33529,151.86078
33530,152.13933
33531,152.91106
33532,153.8219
33533,156.85149
33534,155.8517
33535,153.78876
33536,154.0496
33537,154.38893
33538,155.20085
33539,156.15239
33540,156.24803
33541,154.78047
33542,154.42482
33543,157.19923
33544,155.89102
33545,153.45114
33546,153.46677
33547,153.69447
33548,154.4444
33549,155.36142
33550,158.65495
33551,157.59746
33552,155.37378
33553,155.46771
33554,155.76463
33555,156.55766
33556,157.51228
33557,156.72166
33558,154.33775
33559,153.65309
33560,156.1098
33561,154.78682
33562,152.43109
33563,152.54082
33564,152.78964
33565,153.54988
33566,154.46243
33567,157.60176
33568,156.57793
33569,154.45573
33570,154.64412
33571,154.96268
33572,155.76566
33573,156.7184
33574,151.68735
33575,145.41745
33576,144.21829
33577,144.56981
33578,143.83826
33579,142.00491
33580,143.03133
33581,143.63133
33582,144.7156
33583,145.76486
33584,147.31468
33585,146.77237
33586,145.29295
33587,146.29291
33588,146.96591
33589,148.06633
